midPrice,sell,buy,installment,updated_at
,591150,558637,0,2019-04-18T10:31:18.000Z
,589389,556973,0,2019-04-18T04:33:00.000Z
,594626,562272,0,2019-04-16T10:32:09.000Z
,594997,562272,0,2019-04-16T04:40:48.000Z
,595626,562867,0,2019-04-15T10:32:11.000Z
,598228,565325,0,2019-04-15T04:30:40.000Z
,602095,568979,0,2019-04-12T10:31:41.000Z
,602327,569199,0,2019-04-12T04:31:20.000Z
,607424,574015,0,2019-04-11T10:34:42.000Z
,608728,575248,0,2019-04-11T04:31:08.000Z
,607045,573657,0,2019-04-10T10:30:09.000Z
,605834,572513,0,2019-04-10T04:31:23.000Z
,606831,573455,0,2019-04-09T10:36:27.000Z
,605200,571914,0,2019-04-09T04:30:41.000Z
,603922,570706,0,2019-04-08T10:30:35.000Z
,603363,570178,0,2019-04-08T04:33:04.000Z
,601947,568840,0,2019-04-05T10:30:59.000Z
